title,author,imageURL,genre,noOfPages,publicationDate,rating,noOfPeopleRated,description,bookID
King of Russia: A Year in the Russian Super League,Dave     King,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320398217i/393671.jpg,Sports,"256 pages, Hardcover","First published October 2, 2007",3.92,189,"A revealing look inside the Russian Super League by its first Canadian coach.
Until now no Canadian had penetrated the coaching ranks of Russian hockey, but the year after the NHL lockout, Dave King became head coach of the Metallurg Magnitogorsk. From the beginning, King, Canada’s long-time national coach and former coach of both the Flames and Blue Jackets, realized he was in for an adventure. His first meeting with team officials in a Vienna hotel lobby included six fast-talking Russians and the “bag-man” — assistant general manager Oleg Kuprianov, who always carried a little black bag full of U.S. one hundred dollar bills.
The mission seemed simple enough: keep the old Soviet style combination play on offence, but improve the team’s defensive play — and win a Russian Super League Championship. Yet, as King’s diary of his time in Russia reveals, coaching an elite Russian team is anything but simple.
King of Russia
details the world of Russian hockey from the inside, intimately acquainting us with the lives of key players, owners, managers, and fans, while granting us a unique perspective on life in an industrial town in the new Russia. And introducing us to Evgeni Malkin, Magnitogorsk’s star and the NHL’s newest phenomenon.",496
Putting a Roof on Winter: Hockey's Rise from Sport to Spectacle,Michael  McKinley,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348916618i/509792.jpg,Sports,"320 pages, Paperback","First published January 1, 2000",3.96,69,"Combining rich period detail, gripping narrative and thrilling hockey action, Putting a Roof on Winter brilliantly explores the changing identity of a game that has become, for those who love it, the meaning of life in winter.",497
Game Change: The Life and Death of Steve Montador and the Future of Hockey,Ken Dryden,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1498843971i/34051952.jpg,Sports,"351 pages, Hardcover","First published October 17, 2017",4.41,858,"From the bestselling author and Hall of Famer Ken Dryden, this is the story of NHLer Steve Montador—who was diagnosed with CTE after his death in 2015—the remarkable evolution of hockey itself, and a passionate prescriptive to counter its greatest risk in the future: head injuries.
Ken Dryden’s
The Game
is acknowledged as the best book about hockey, and one of the best books about sports ever written.  Then came
Home Game
(with Roy MacGregor), also a major TV-series, in which he explored hockey’s significance and what it means to Canada and Canadians. Now, in his most powerful and important book yet,
Game Change
, Ken Dryden tells the riveting story of one player’s life, examines the intersection between science and sport, and expertly documents the progression of the game of hockey—where it began, how it got to where it is, where it can go from here and, just as exciting to play and watch, how it can get there.",498
Crossing the Line: The Outrageous Story of a Hockey Original,Derek Sanderson,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349386488i/13595395.jpg,Sports,"400 pages, Hardcover","First published January 1, 2012",3.85,810,"The autobiography of one of hockey’s first rebels and a beloved member of the “Big Bad Bruins,” this book shares how Derek Sanderson’s ferocious style helped lead the team to two Stanley Cup victories in the early 1970s. Living life in the fast lane, Sanderson grew his hair long, developed a serious drinking problem, and eventually found himself out of the league and prowling the streets for his next drink. In this autobiography, Sanderson comes clean on his life in hockey, the demons that threatened to consume him, and the strength and courage it took to fight his way back. Today a successful entrepreneur and speaker, Sanderson’s incredible story is a must read for any fan of hockey.",499
The Final Call: Hockey Stories from a Legend in Stripes,Kerry Fraser,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328759247i/9335805.jpg,Sports,"286 pages, Hardcover","First published November 1, 2010",3.73,505,"After thirty years as an official in the National Hockey League, legendary referee Kerry Fraser has decided to hang up his skates and enjoy the game from the other side of the boards. Never shy about offering his opinion or afraid to step in and separate an on-ice fight, Fraser is arguably the most respected referee in the history of the game. Over the course of the 2,165 NHL contests he oversaw, Fraser has shown himself to be an unbiased, courageous, and sometimes controversial judge.
In
The Final Call
, Fraser provides a highly entertaining, honest, and sometimes hard-hitting look at the game and its many faces and changes over his record-breaking career. Go to ice level and experience first-hand the interactions of your favourite players and coaches from the man you love to hate!",500
We Want Fish Sticks: The Bizarre and Infamous Rebranding of the New York Islanders,Nicholas Hirshon,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1539337455i/39859727.jpg,Sports,"312 pages, Hardcover","Published December 1, 2018",4.01,142,"The NHL’s New York Islanders were struggling. After winning four straight Stanley Cups in the early 1980s, the Islanders had suffered an embarrassing sweep by their geographic rivals, the New York Rangers, in the first round of the 1994 playoffs. Hoping for a new start, the Islanders swapped out their distinctive logo, which featured the letters NY  and a map of Long Island, for a cartoon fisherman wearing a rain slicker and gripping a hockey stick. The new logo immediately drew comparisons to the mascot for Gorton’s frozen seafood, and opposing fans taunted the team with chants of “We want fish sticks!”
During a rebranding process that lasted three torturous seasons, the Islanders unveiled a new mascot, new uniforms, new players, a new coach, and a new owner that were supposed to signal a return to championship glory. Instead, the team and its fans endured a twenty-eight-month span more humiliating than what most franchises witness over twenty-eight years. The Islanders thought they had traded for a star player to inaugurate the fisherman era, but he initially refused to report and sulked until the general manager banished him. Fans beat up the new mascot in the stands. The new coach shoved and spit at players. The Islanders were sold to a supposed billionaire who promised to buy elite players; he turned out to be a con artist and was sent to prison. We Want Fish Sticks examines this era through period sources and interviews with the people who lived it.",501
Tough Guy: My Life on the Edge,Bob Probert,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344679497i/9484905.jpg,Sports,"272 pages, Hardcover","First published January 1, 2010",3.96,1625,"Documenting his notorious career with the Detroit Red Wings and the Chicago Blackhawks, Bob Probert details in this autobiography how he racked up points, penalty minutes, and bar bills, establishing himself as one of the most feared enforcers in the history of the NHL. As Probert played as hard off the ice as on, he went through rehab 10 times, was suspended twice, was jailed for carrying cocaine across the border, and survived a near fatal motorcycle crash all during his professional career, and he wanted to tell his story in his own words to set the record straight. When he died unexpectedly of a heart attack at the age of 45 on July 5, 2010, he was hard at work on his memoir—a gripping journey through the life of Bob Probert, with jaw-dropping stories of his on-ice battles and his reckless encounters with drugs, alcohol, police, customs officials, courts, and the NHL, told in his own voice and with his rich sense of humor.",502
"The 1993 Canadiens: Seven Magical Weeks, Unlikely Heroes and Canada's Last Stanley Cup Champions",K.P. Wee,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1580302096i/50712605.jpg,Sports,"220 pages, ebook","Published January 26, 2020",3.79,14,"Never to be confused with any previous Montreal Canadien “Flying Frenchmen” juggernauts who dominated the NHL between the 1950s and 1970s, the 1992-93 Canadiens, whose lone superstar was future Hall-of-Fame goaltender Patrick Roy, were essentially a nondescript team coming off an embarrassing second-round playoff series sweep against the Boston Bruins the previous spring.
Yet these Habs, led by the goaltending of Roy and with timely goals from various unlikely heroes, stunned the hockey world by winning a record 10 consecutive playoff overtime games over a magical seven-week run during the spring of 1993. Montreal ultimately captured hockey’s ultimate prize that June—the 24th championship in franchise history—in the last Stanley Cup Finals series ever played at the venerable Montreal Forum.
While the Canadiens had veteran presence in Kirk Muller, Vincent Damphousse, Brian Bellows, Denis Savard and Guy Carbonneau, Montreal might not have won the Cup without unlikely heroes like Gilbert Dionne, Stephan Lebeau and Paul DiPietro scoring goals in the clutch. Others such as Gary Leeman and Mario Roberge, despite not always being in the lineup, contributed in ways that didn’t necessarily show up on the scoresheet. And behind the bench, while Jacques Demers made all the right moves that spring, he isn’t even considered today among the top 50 coaches of all-time.
More than a quarter century later, these Habs remain the last Canadian-based team to win the Cup—and in The 1993 Canadiens: Seven Magical Weeks, Unlikely Heroes and Canada’s Last Stanley Cup Champions, K. P. Wee relives the story of this incredible season.",503
"Hockey Night Fever: Mullets, Mayhem and the Game's Coming of Age in the 1970s",Stephen     Cole,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1439022385i/24904395.jpg,Sports,"416 pages, Hardcover","First published October 20, 2015",4.07,134,"Modern hockey was born in the sport's wild, sensational, sometimes ugly Seventies growth spurt. The forces at play in the decade's battle for hockey supremacy-dazzling speed vs. brute force-are now, for better or worse, part of hockey's DNA. This book is a welcome reappraisal of the ten years that changed how the sport was played and experienced. Informed by first-hand interviews with players and game officials, and sprinkled with sidebars on the art and artifacts that defined Seventies hockey, the book brings dramatically alive hockey's most eventful years.",504
The Best Game You Can Name,Dave Bidini,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320501893i/666716.jpg,Sports,"312 pages, Paperback","First published January 1, 2005",3.85,114,"Bidini returns to the game he loves best
In 2004, Dave Bidini laced on his skates and slid onto the ice of Toronto's McCormick Arena to play defence with the Morningstars in the E! Cup tourney. While thrashing around the ice, swiping at the puck and his opponents, Bidini got to thinking about how others see the game. Afterward, he set off to talk to former professional players about their experiences of hockey. The result is vintage Bidini—an exuberant, evocative, highly personal, and vividly coloured account of his and his team's exploits, interwoven with the voices of such hockey heroes as Frank Mahovlich, Yvan Cournoyer, John Brophy, Steve Larmer, and Ryan Walter.
All aspects of the game are up for grabs in
The Best Game You Can Name
—the sweetest goals, the worst fights, the trades, the off-ice perks and the on-ice rivalries, not to mention the rotten pranks. Bidini and the former players offer sometimes startling observations about the fans, coaches, owners, other players, and the huge rush of being on the ice, stick in hand, giving everything you have to the best game you can name.",505
Keon and Me: My Search For The Lost Soul Of The Leafs,Dave Bidini,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1368210379i/17906378.jpg,Sports,"304 pages, Hardcover","First published October 1, 2013",3.99,125,"Hockey is the lens through which we see our lives—how we measure right and wrong, how we understand our hopes and fears. So it was for Dave Bidini in 1974, the last year Dave Keon played in Toronto. In a new grade in a new school, Bidini found himself the victim of a bully—a depredation he could understand only by thinking about what the Leafs dauntless captain went through game after game.
Throughout his twenty-two-year career, Keon was only in one hockey fight, in his last game as a Leaf on April 22, 1974. It was on this day that the eleven-year-old Bidini decided to fight back, an occasion that the writer looks back on with breathtaking courage and honesty. But while Bidini would remain a blue-blooded Leafs fan into adulthood, Keon became estranged from the franchise with which he’d won four Stanley Cups, two Lady Byngs, and the first ever Conn Smythe Trophy in 1967.
Told in two narratives—one from the point of view of the young Bidini growing up in Toronto in the early 70s and one from the perspective of the man looking for his absent hero—
Keon and Me
tells not only the story of a hockey icon who has haunted Toronto for decades, but of a life lived in parallel to Keon’s. It’s the story of cultural change, an account of the tribulations of the NHL’s most beloved (and most despised) franchise in the decades since Keon left under a cloud, and most of all, it is a story of growing up, with all the wisdom and sadness that imparts.
Part ode to a legendary hockey player, part memoir,
Keon and Me
captures what we all cherish in the game we love and the importance of the innocence we cling to long after the cheers have faded.",506
Journeyman,Sean Pronger,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1343934657i/15783033.jpg,Sports,"336 pages, Hardcover","First published November 6, 2012",4.0,371,"Every young hockey player dreams of one day playing in the NHL, of skating on a line with his hero and drinking champagne in the dressing room after winning the Stanley Cup. But kids should watch what they wish for.
They may make it to the pros, like Sean Pronger, only to end up playing for sixteen teams over eleven seasons. They may end up on a team with a guy like the Great One, but skate on his line only in practice when the bona fide first-line centre has the flu. And they may end up drinking champagne only because their little brother wins the Stanley Cup.
Anyone who's gotten to the NHL the hard way has a story to tell.
No one knows the game better than the guys on the fourth line who fight for their jobs every night. They know all too well what it's like to watch from the press box or, worse, to be sent to the minors or traded. Sean Pronger has seen it all. He's played for legendary coaches like Pat Burns and gone head-to-head with guys such as Doug Gilmour and Steve Yzerman in the faceoff circle. He was on the ice for perhaps the most notorious violent attack in recent hockey history. While playing in the minors in Winnipeg, he guzzled beer in an ice-fishing hut with grizzled veterans like John MacLean, and while playing in Europe, he caused international incidents with guys such as Doug Weight.
Full of hilarious stories and self-deprecating jokes, Journeyman is a story not only about achieving a dream, but about realizing you've achieved it.
Sean Pronger grew up in Dryden, Ontario, and was drafted fifty-first overall by Vancouver in 1991. From 1995 to 2004 he played in the NHL for the Anaheim Mighty Ducks, the Pittsburgh Penguins, the New York Rangers, the Los Angeles Kings, the Boston Bruins, the Columbus Blue Jackets, and the Vancouver Canucks. He played in 260 regular-season games, earning 23 goals and 36 assists for 59 points, picking up 159 penalty minutes. His brother is NHL defenceman Chris Pronger.
Like JRNYMN wear on Facebook.",507
"J.R.: My Life as the Most Outspoken, Fearless, and Hard-Hitting Man in Hockey",Jeremy Roenick,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1352202159i/15806762.jpg,Sports,"320 pages, Hardcover","First published January 1, 2012",3.84,689,"Jeremy Roenick, one of the premier hockey players of his generation and one of the greatest American stars the NHL has ever known, shares his life story in this frank and unflinching autobiography. After making his debut as an 18-year-old with the Chicago Blackhawks, Roenick thrilled fans with his flashy style, take-no-prisoners approach, and jaw-dropping skills. A native of Boston, Roenick went on to play for four more franchises—including the Philadelphia Flyers and Los Angeles Kings—during his incredible 18-season career. By the time he was through, Roenick had racked up 513 goals—the second most of any American-born player—and 703 assists. Now a tells-it-like-it-is commentator for NBC and the NHL, Roenick takes readers on a behind-the-scenes, warts-and-all tour through his illustrious career, both on and off the ice.",508
The Lonely End of the Rink,Grant Lawrence,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1381325005i/18330572.jpg,Sports,"288 pages, Paperback","First published October 4, 2013",4.0,109,"Deeply personal yet incredibly witty, this memoir about Grant Lawrence’s relationship with hockey passes back and forth between tales of his life and a fascinating history of hockey, complete with lively anecdotes about the many colorful characters of the NHL. Through Lawrence’s early life, he struggled with the idea of hockey. An undersized child who wore thick glasses and knee-braces, he understood what it was like to be in the attack zone of the hockey-obsessed jocks at his school. For Lawrence, bullying and the violent game of hockey seemed to go hand-in-hand. Yet he was also enamored with the sport and eventually learned that playing goalie on a hockey team isn’t all that different from playing in a band, and that artistically-minded wimps can find just as much joy in the game as their meathead counterparts.",509
"Puckstruck: Distracted, Delighted and Distressed by Canada's Hockey Obsession",Stephen Smith,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1431028851i/20893798.jpg,Sports,"440 pages, Hardcover","First published August 1, 2014",3.65,26,"Longlisted for the RBC Taylor Prize
In
Puckstruck
, Stephen Smith chronicles his wideeyed and sometimes wincing wander through hockey’s literature, language, and history. On this journey to discover what the game has to say about who we are as Canadians, he seeks to answer some essential riddles. Can hockey make you a better person? What exactly is the Swedes’ problem? Where did the hook check go? Should those men really be permitted to keep punching each other in the head? If hockey is the best of us, is it also the worst? Is there hope?",510
The Game of Our Lives,Peter Gzowski,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348219425i/685792.jpg,Sports,"256 pages, Paperback","First published January 1, 1981",4.42,124,"In this bestselling timeless classic, Peter Gzowski recounts the 1980-81 season he spent travelling around the NHL circuit with the Edmonton Oilers. These were the days when the young Oilers, led by a teenaged Wayne Gretzky, were poised on the edge of greatness, and about to blaze their way into the record books and the consciousness of a nation. While the story of the early Oilers embodies the book, The Game of Our Lives is much more than a retelling of one season in the life of an NHL team. Unlike any book ever written in the annals of hockey, Gzowski beautifully weaves together the anatomy of a modern NHL team with the magnificent history of the game to create one of the best books about hockey in Canada. Here are the great teams and the great players through the ages—Morenz, Richard, Howe, Orr, Hull—the men whose rare and indefinable genius on the ice exemplified the speed, grit and innovation of the game. The Game of Our Lives is the best book on the Canadian passion for hockey; a wondrously perceptive account of the hold the game has on Canadians. —Jack Granatstein, The National Post",511
"The Russian Five: A Story of Espionage, Defection, Bribery and Courage",Keith Gave,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1513837900i/37493565.jpg,Sports,"320 pages, Hardcover","First published March 20, 2018",4.28,1128,"When the Detroit Red Wings were rebooting their franchise after more than two decades of relative futility, they knew the best place to find world-class players who could help turn things around more quickly were conscripted servants behind the Iron Curtain.
All they had to do then was make history by drafting them, then figure out how to get them out. That's when the Wings turned to Keith Gave, the newsman whose clandestine mission to Helsinki, Finland, was the first phase of a of a years-long series of secret meetings from posh hotel rooms to remote forests around Europe to orchestrate their unlawful departures from the Soviet Union.
One defection created an international incident and made global headlines. Another player faked cancer, thanks to the Wings' extravagant bribes to Russian doctors, including a big American car. Another player who wasn't quite ready to leave yet felt like he was being kidnapped by an unscrupulous agent. Two others were outcast when they stood up publicly against the Soviet regime, winning their freedom to play in the NHL only after years of struggle.
They are the Russian Five: Sergei Fedorov, Viacheslav Fetisov, Vladimir Konstantinov, Vyacheslav Kozlov and Igor Larionov. Their individual stories read like pulse-pounding spy novels. The story that unfolded after they were brought together in Detroit by the masterful coach Scotty Bowman is unforgettable.
This story includes details never before revealed, and by the man who was there every step of the way—from the day Detroit drafted its first two Soviets in 1989 until they raised the Stanley Cup in 1997, then took it to Moscow for a victory lap around Red Square and the Kremlin.
The Russian Five did more to bridge Russian and American relations than decades of diplomacy and detente between the White House and the Kremlin. This is their story.",512
Tropic of Hockey: My Search for the Game in Unlikely Places,Dave Bidini,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328852714i/689523.jpg,Sports,"288 pages, Paperback","First published January 1, 2000",3.84,254,"From Toronto to China, Dubai to Transylvania and back, a hilarious, moving account of one man's quest for ""pure hockey.""",513
A Great Game: The Forgotten Leafs & The Rise of Professional Hockey,Stephen J. Harper,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1378322403i/18394028.jpg,Sports,"368 pages, Hardcover","First published November 5, 2013",3.59,226,"Drawing on extensive archival records and illustrations, histories of the sport, and newspaper files, Canada’s Prime Minister delves into the fascinating early years of ice hockey.
In the tumultuous beginnings of hockey, the fights were as much off the ice as on it. This engaging new book is about the hockey heroes and hard-boiled businessmen who built the game, and the rise and fall of legendary teams pursuing the Stanley Cup. With a historian’s perspective and fan’s passion, Stephen Harper presents a riveting and often-surprising portrait, capturing everything from the physical contests on the rinks to the battles behind the scenes and the changing social conventions of the twentieth century.
A Great Game shows that many things have stayed the same. Rough play, fervent hometown loyalties, owner-player contract disputes, dubious news coverage, and big money were issues from the get-go. Most important in these early years was the question: Was hockey to be a game of obsessed amateurs playing for the love of the sport, or was it a game for paid professionals who would give fans what they wanted? Who should be responsible for the sport – including its bouts of violence – both on and off the ice?
A century ago, rinks could melt, and by half time the blades screwed to the players’ shoes could be sinking in mud. It was during this time that teams such as the Toronto Professionals of 1908 and the Toronto Blue Shirts of 1914 took turns battling for the city’s very first Stanley Cup. Against the fanatical opposition of amateur hockey leaders, these “forgotten Leafs” would lay the groundwork for the world’s most profitable hockey franchise.
In paying tribute to these hockey pioneers and the contagious loyalty of their fans, Harper resurrects the history of hockey’s first decades. Lavishly illustrated with photographs of the game’s greatest arenas and earliest star players, this entertaining and original book will captivate you from start to finish.",514
The Lost 10 Point Night: Searching for My Hockey Hero ... Jim Harrison,David   Ward,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1393447514i/20578739.jpg,Sports,"156 pages, Paperback","First published September 9, 2014",4.0,21,"Jim Harrison grew up on the prairies, played Junior in Saskatchewan, and pro with the Bruins, Leafs, Hawks, and Oilers. Three years before a former teammate equaled the mark, Harrison set one of the most enduring and seemingly unreachable records in professional hockey with three goals and seven helpers on January 30, 1973. And almost nobody remembers.
This is Harrison's story: the games he played, the agent who stole from him, the woman he mourned, the fights he fought, and the friends he made—and lost—including Bobby Orr and Darryl Sittler. It's about the injuries he suffered, the pedophiles who preyed on him and other young players, and a Players Association that, he says, ""wants me to die.""
But
The Lost 10 Point Night
is also a response to Stephen Brunt's
Searching for Bobby Orr
and
Gretzky's Tears
—a book as much about Harrison as it is about author David Ward, a 50-year-old guy who went in search of his childhood hero ... and what happened when they began looking at Canada's game together.",515
"Midnight Hockey: All About Beer, the Boys, and the Real Canadian Game",Bill Gaston,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320509369i/2225685.jpg,Sports,"336 pages, Paperback","First published January 1, 2006",3.57,61,"From Giller-nominated author Bill Gaston, proof not only that hockey players can read, but that some of them can even write.
Midnight Hockey tells the story of Gaston’s final season, as he contemplates hanging up his skates, and looks back on the sport that has meant so much to him.
Sometimes lewd and hilarious, sometimes (though not as often) reflective, Midnight Hockey is a portrait of Canada’s fastest-growing athletic beer-league and oldtimers’ hockey. Gaston spills the beans about the rules of the game (written and unwritten), weird beer, team names, and road-trip sex, illustrated with stories of Gaston’s life in the game, from the outdoor rinks of Winnipeg, through junior hockey, varsity, the professional leagues of Europe, to the late-night games and road-trip shenanigans of beer-league.
For all those thousands of guys who drive to the rink late on a snowy night, who know the euphoria of a beer after the game, who think of how good they used to be, who grow nostalgic over a whiff from an unwashed hockey bag – and for anyone who has had to live with such a person – Midnight Hockey is laugh-out-loud funny, true-to-life, and ultimately thoughtful.
From the Hardcover edition.",516
The NHL: 100 Years of On-Ice Action and Boardroom Battles,D'Arcy Jenish,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386921229i/19416392.jpg,Sports,"596 pages, Kindle Edition","First published October 1, 2013",4.05,129,"The National Hockey League -- born in a Montreal hotel room on November 26, 1917 -- has much to celebrate as it approaches its centenary. Millions of fans from Montreal to Miami and Edmonton to Anaheim attend NHL games leach year, millions more watch on TV and the league pays its best players multi-million annual salaries.
Over the course of its first century, the NHL's fortunes have ebbed and flowed. It has experienced setbacks and triumphs and innumerable crises. The league has awarded many franchises only to see some of them falter, fail and fold. The board of governors - which has included rich eccentrics and at least one future convict - has sometimes been fractured by men who loathed each other. How on earth has the NHL survived? The answer lies in the remarkable fact that it has had only five presidents and one commissioner. Two of these chiefs were stop-gaps. For the balance of league's ninety-plus years, four men have shaped and guided its fortunes and controlled the tough, hard-nosed, sometimes unruly owners who constituted the board of governors.
This is the story of two perpetual struggles -- the one on the ice and the one going on behind the scenes to keep the whole enterprise afloat. D'Arcy Jenish was granted unprecedented access to previously unpublished league files, including revelatory minutes of board meetings, and conducted dozens of hours of interviews with league executives, including commissioner Gary Bettman and former president John Ziegler, as well as well as owners, coaches, general managers and player representatives. He now reveals for the first time the true story behind some of the most significant events of the contemporary era.
This is a definitive, revelatory chonicle that no serious hockey fan will want to be without.",517
"Canada's Hockey Greats
           


           Father Bauer and the Great Experiment: The Genesis of Canadian Olympic Hockey",Greg Oliver,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1470284317i/31213549.jpg,Sports,"300 pages, Hardcover","Published April 11, 2017",3.82,17,"A pioneering and beloved Canadian legend comes to life
Father David Bauer changed lives — at the rink, in the classroom, and at the pulpit. Bauer’s dream created the first truly national Canadian hockey team. In 1963, that unique group represented Canada abroad and they were committed to both country and to Father Bauer. Whether shepherding the hockey program at St. Michael’s College in Toronto, or the men’s national team out of the University of British Columbia, Bauer was both spiritual leader and trailblazer.
Through exhaustive research and countless interviews, author Greg Oliver explores a Canadian icon, the teams that he put on the ice, and the rocky, almost unfathomable years of the 1970s when Canada didn’t play international hockey. Finally, for the first time ever, the whole story of Father Bauer’s critical importance to Canada’s game is told in the rich detail it deserves, and a beloved icon is celebrated for his contributions to our nation’s sporting history.",518
Unbreakable: 50 Goals in 39 Games: Wayne Gretzky and the Story of Hockey's Greatest Record,Mike Brophy,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1465642537i/28686947.jpg,Sports,"304 pages, Paperback","Published October 18, 2016",3.97,29,"In only his 3rd NHL season, Wayne Gretzky set the unbeatable NHL record—scoring 50 goals in just 39 games. A book for the devoted Gretzky fans, and books like
99
by Al Strachan.
Unbreakable: 50 Goals in 39 Games, Wayne Gretzky and the Story of Hockey's Greatest Record
sets out to chronicle that unforgettable streak of 39 games in the fall of 1981, when a 20-year-old wunderkind from the town of Brantford, Ontario, captured the imagination of not just the hockey world but the world at large and emerged as both the game's biggest star and it's most recognizable face.
Published on the 35th anniversary of this remarkable feat, the story of this unforgettable season is chronicled by renowned hockey authors Mike Brophy and Todd Denault. Based on new interviews with Wayne Gretzky and with those who surrounded him during his magical run at hockey's greatest record,
Unbreakable: 50 Goals in 39 Games, Wayne Gretzky and the Story of Hockey's Greatest Record
will detail on a game-by-game basis Gretzky's stellar run towards hockey immortality, through extensive research and the reminiscences of those who were there, including teammates, and players from opposing teams.",519
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",Sam Kean,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1438018063i/7247854.jpg,Chemistry,"394 pages, Hardcover","First published January 1, 2010",3.93,51130,"Why did Gandhi hate iodine (I, 53)? How did radium (Ra, 88) nearly ruin Marie Curie's reputation? And why is gallium (Ga, 31) the go-to element for laboratory pranksters?*
The periodic table is a crowning scientific achievement, but it's also a treasure trove of adventure, betrayal, and obsession. These fascinating tales follow every element on the table as they play out their parts in human history, finance, mythology, conflict, the arts, medicine, and in the lives of the (frequently) mad scientists who discovered them. ""The Disappearing Spoon"" masterfully fuses science with the classic lore of invention, investigation, discovery, and alchemy, from the big bang through the end of time.
* Though solid at room temperature, gallium is a moldable metal that melts at 84 degrees Fahrenheit. A classic science prank is to mold gallium spoons, serve them with tea, and watch guests recoil as their utensils disappear.",520
"Elements
            
            #1
           


           The Elements: A Visual Exploration of Every Known Atom in the Universe",Theodore Gray,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1263431594i/6678064.jpg,Chemistry,"240 pages, Hardcover","First published October 1, 2009",4.43,5197,"With more than 1 million copies sold worldwide, The Elements is the most entertaining, comprehensive, and visually arresting book on all 118 elements in the periodic table.
Includes a poster of Theodore Gray's iconic photographic periodic table of the elements!
Based on seven years of research and photography by Theodore Gray and Nick Mann, The Elements presents the most complete and visually arresting representation available to the naked eye of every atom in the universe. Organized sequentially by atomic number, every element is visualized by a big beautiful photograph that most closely represents it in its purest form. Several additional photographs show each element in slightly altered forms or as used in various practical ways. Also included are fascinating stories of the elements, told in Theo Grays inimitable style, as well as data on the properties of each, including atomic number, atomic symbol, atomic weight, density, atomic radius, as well as scales for electron filling order, state of matter, and an atomic emission spectrum.
This work of solid science and stunning artistic photographs is the perfect gift book for every sentient creature in the universe.",521
Napoleon's Buttons: How 17 Molecules Changed History,Penny Le Couteur,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309203185i/141624.jpg,Chemistry,"375 pages, Hardcover","First published January 1, 1991",3.97,6455,"Though many factors have been proposed to explain the failure of Napoleon's 1812 Russian campaign, it has also been linked to something as small as a button - a tin button, the kind that fastened everything from the greatcoats of Napoleon's officers to the trousers of his foot soldiers. When temperatures drop below 56°F, tin crumbles into powder. Were the soldiers of the Grande Armée acutee fatally weakened by cold because the buttons of their uniforms fell apart? How different our world might be if tin did not disintegrate at low temperatures and the French had continued their eastward expansion!
This fascinating book tells the stories of seventeen molecules that, like the tin of those buttons, greatly influenced the course of history. These molecules provided the impetus for early exploration and made possible the ensuing voyages of discovery. They resulted in grand feats of engineering and spurred advances in medicine; lie behind changes in gender roles, in law, and in the environment; and have determined what we today eat, drink, and wear.
Showing how a change as small as the position of an atom can lead to enormous differences in the properties of a substance, the authors reveal the astonishing chemical connections among seemingly unrelated events.
Napoleon's Buttons
offers a novel way to understand how our contemporary world works and how our civilization has been shaped over time.",522
Stuff Matters: Exploring the Marvelous Materials That Shape Our Man-Made World,Mark Miodownik,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1382416634i/18222843.jpg,Chemistry,"272 pages, Hardcover","First published June 6, 2013",4.11,19022,"An adventure deep inside the everyday materials that surround us, packed with surprising stories and fascinating science. Why is glass see-through? What makes elastic stretchy? Why does a paper clip bend? Why does any material look and behave the way it does? These are the sorts of questions that Mark Miodownik a globally-renowned materials scientist has spent his life exploring In this book he examines the materials he encounters in a typical morning, from the steel in his razor and the graphite in his pencil to the foam in his sneakers and the concrete in a nearby skyscraper.",523
